"","community","trait","pmid","category","mrbase_id","background","ncase","ncontrol","lor","se","z","pval","fdr"
"1460","4","Fasting proinsulin",20081858,"Glycemic","769","clumped",20,146450,0.12521387605305,0.131748703664675,0.950399302385111,0.341909398325469,0.998465784991928
"1461","52","Thalamus volume",25607358,"Neurological","1048","clumped",18,184952,-0.649623381478116,0.683630523564971,-0.950255085291517,0.341982654864817,0.998465784991928
"1462","38","Total cholesterol",24097068,"Lipid","301","clumped",7,144562,-1.23020984423515,1.29509528296087,-0.94989910041416,0.342163523981289,0.998465784991928
"1463","11","Red blood cell count",23222517,"Haematological","275","clumped",9,148176,0.124549485041784,0.131122460461685,0.949871475895453,0.342177562029243,0.998465784991928
"1464","6","C-reactive protein",21196492,"Immune","1015","clumped",40,127398,-0.39064422194512,0.41135623565841,-0.949649447564256,0.342290404318274,0.998465784991928
"1465","32","Adiponectin",22479202,"Other","1","clumped",9,147782,-1.03619761927057,1.09152007112718,-0.949316138731671,0.342459847785589,0.998465784991928
"1466","7","Rheumatoid arthritis",24390342,"Immune","833","clumped",30,183530,-0.342628487208769,0.361444621513534,-0.947941861118381,0.34315905255784,0.998465784991928
"1467","53","Neo-extraversion",21173776,"Personality","115","clumped",13,139929,0.471695439279737,0.497930643865109,0.947311528405392,0.343480058060489,0.998465784991928
"1468","13","Mean cell haemoglobin",23222517,"Haematological","271","clumped",9,148131,-0.901122243531419,0.952596928032754,-0.945963835294286,0.344167032298535,0.998465784991928
"1469","53","HOMA-B",20081858,"Glycemic","770","clumped",13,145459,-0.77921614622325,0.82386715150218,-0.945803148969447,0.3442489991593,0.998465784991928
"1470","3","Inspection time",21130836,"Neurological","1065","clumped",28,144322,0.35130424093472,0.371461519290359,0.945735218027034,0.344283654803686,0.998465784991928
"1471","12","Autism",23453885,"Neurological","802","clumped",9,131802,0.518093920261148,0.547937504485458,0.945534693318109,0.344385967460535,0.998465784991928
"1472","11","HOMA-IR",20081858,"Glycemic","771","clumped",9,145494,-1.01636336971929,1.07646075225473,-0.944171320310975,0.345082108370951,0.998465784991928
"1473","4","HbA1C",20858683,"Glycemic","758","clumped",20,147569,0.176968014502104,0.187488325373674,0.943888181567555,0.345226792015706,0.998465784991928
"1474","38","Age at menarche",25231870,"Aging","1095","clumped",7,145370,-1.05641405768019,1.11932839983145,-0.943792775953213,0.345275552910231,0.998465784991928
"1475","19","Parents' age at death",27015805,"Aging","1094","clumped",20,197123,-0.583316869076595,0.618174620273737,-0.943611804732931,0.345368057628864,0.998465784991928
"1476","5","Difference in height between adolescence and adulthood",23449627,"Anthropometric","1040","clumped",18,142944,0.39167348996189,0.415312973019262,0.943080316308164,0.345639823022369,0.998465784991928
"1477","5","Age of smoking initiation",20418890,"Behavioural","964","clumped",19,145375,0.402558688127217,0.426989906704938,0.942782678948421,0.34579207312401,0.998465784991928
"1478","21","Neo-neuroticism",21173776,"Personality","116","clumped",12,139921,-0.837776871928395,0.888725467531301,-0.942672290303067,0.345848550965244,0.998465784991928
"1479","38","Obesity class 1",23563607,"Anthropometric","90","clumped",7,143771,-1.24645915626599,1.32236824296362,-0.942596105811262,0.345887532456644,0.998465784991928
"1480","22","Symbol search",21130836,"Neurological","1062","clumped",26,143174,0.356498161288701,0.378278349383025,0.942422853092577,0.345976191489253,0.998465784991928
"1481","31","Obesity class 3",23563607,"Anthropometric","92","clumped",12,138339,0.274848400501522,0.291763730619651,0.94202387636666,0.346180415870251,0.998465784991928
"1482","7","Hippocampus volume",25607358,"Neurological","1045","clumped",27,184940,0.322715727377444,0.342916111634088,0.941092344245991,0.346657538468805,0.998465784991928
"1483","8","Percent emphysema",24383474,"Other","1005","clumped",12,140972,-0.837231720327282,0.889655653556701,-0.941073905370199,0.346666986923218,0.998465784991928
"1484","5","Symbol search",21130836,"Neurological","1062","clumped",20,143174,-0.61169791155671,0.650068566934767,-0.94097444895854,0.346717953235486,0.998465784991928
"1485","11","Inflammatory bowel disease",26192919,"Immune","31","clumped",15,192139,0.124738919387753,0.132634032304052,0.940474456071722,0.346974246222436,0.998465784991928
"1486","13","Microalbuminuria",26631737,"Kidney","1097","clumped",8,135700,-1.14550619548519,1.21809808932845,-0.94040554329801,0.347009579898546,0.998465784991928
"1487","1","Years of schooling",27225129,"Education","1001","clumped",43,191182,-0.247609869225131,0.263349079619682,-0.940234420347012,0.347097329745912,0.998465784991928
"1488","1","Paget's disease",21623375,"Bone","975","clumped",34,145117,-0.423638419959363,0.45057313647134,-0.940221210871743,0.347104103997339,0.998465784991928
"1489","27","8-choice reaction time",21130836,"Neurological","1063","clumped",7,142610,-1.21767101839582,1.29528909041389,-0.940076641892143,0.3471782492028,0.998465784991928
"1490","33","Eczema",26482879,"Immune","996","clumped",16,192134,-0.655282184005923,0.697936200372666,-0.938885507953353,0.347789530546482,0.998465784991928
"1491","3","Former vs current smoker",20418890,"Behavioural","963","clumped",28,145381,0.322780602833746,0.344083036189851,0.938089265916757,0.348198537665657,0.998465784991928
"1492","34","HDL cholesterol",24097068,"Lipid","299","clumped",12,144564,-0.757175940593091,0.807233780349593,-0.937988422963639,0.348250359656744,0.998465784991928
"1493","34","Former vs current smoker",20418890,"Behavioural","963","clumped",12,145381,-0.807824083890915,0.861234055866279,-0.937984370669548,0.348252442184806,0.998465784991928
"1494","7","Crohn's disease",26192919,"Immune","30","clumped",31,192136,-0.365690694864566,0.389870293937295,-0.93798040156243,0.348254481969645,0.998465784991928
"1495","31","Cigarettes smoked per day",20418890,"Behavioural","961","clumped",12,145459,-0.823734383584835,0.878845926467554,-0.937291007191402,0.34860888748351,0.998465784991928
"1496","22","Chronotype",27494321,"Sleeping","1087","clumped",43,197549,0.214621277594656,0.229014714979885,0.937150600185259,0.348681096334009,0.998465784991928
"1497","14","Eczema",26482879,"Immune","996","clumped",14,192134,-0.719578632848664,0.767937075543753,-0.937028118272779,0.348744094384388,0.998465784991928
"1498","17","Body fat",26833246,"Anthropometric","999","clumped",12,151992,0.260165752179792,0.277713476947906,0.936813564249869,0.348854466759538,0.998465784991928
"1499","11","C-reactive protein",21196492,"Immune","1015","clumped",9,127398,0.359027631542292,0.383314463188822,0.936639928886361,0.348943805716119,0.998465784991928
"1500","21","Childhood intelligence",23358156,"Education","16","clumped",9,108460,-0.97486613250664,1.04096206316975,-0.936504957287448,0.349013261410236,0.998465784991928
"1501","9","Difference in height between childhood and adulthood",23449627,"Anthropometric","1037","clumped",23,142624,-0.517313051939114,0.552779708908002,-0.935839437668666,0.349355862775391,0.998465784991928
"1502","22","Former vs current smoker",20418890,"Behavioural","963","clumped",27,145381,-0.475583361380788,0.508962655012931,-0.934417008196222,0.350088827682383,0.998465784991928
"1503","33","Amygdala volume",25607358,"Neurological","1043","clumped",16,184937,0.442280892437018,0.473742471371496,0.933589279332721,0.350515797509674,0.998465784991928
"1504","22","Paget's disease",21623375,"Bone","975","clumped",27,145117,-0.483732232469282,0.518231217828817,-0.933429357065612,0.350598328733325,0.998465784991928
"1505","52","Ever vs never smoked",20418890,"Behavioural","962","clumped",11,145384,-0.832089316091864,0.891446685118033,-0.933414560828941,0.35060596526278,0.998465784991928
"1506","13","Crohn's disease",26192919,"Immune","30","clumped",14,192136,0.0979485203472039,0.104989305448781,0.932938073344889,0.350851943012384,0.998465784991928
"1507","4","Zinc",23720494,"Metal","1079","clumped",20,146337,-0.604932477942097,0.648611378174925,-0.932657826084192,0.350996666498117,0.998465784991928
"1508","10","PGC cross-disorder traits",23453885,"Neurological","803","clumped",9,131806,0.377915802356597,0.405280601646238,0.932479375577105,0.351088840474702,0.998465784991928
"1509","9","Waist-to-hip ratio",25673412,"Anthropometric","72","clumped",24,146534,-0.469701903102213,0.50373229800552,-0.932443492231792,0.351107376937484,0.998465784991928
"1510","4","Difference in height between childhood and adulthood",23449627,"Anthropometric","1037","clumped",20,142624,0.339951425823752,0.364616052732184,0.932354522727093,0.351153339093378,0.998465784991928
"1511","16","Autism",23453885,"Neurological","802","clumped",8,131802,-1.08211424130152,1.16069099601398,-0.932301745268718,0.351180606032508,0.998465784991928
"1512","4","Waist circumference",25673412,"Anthropometric","60","clumped",20,146546,-0.520658586306917,0.558522170238723,-0.932207554239749,0.351229272207228,0.998465784991928
"1513","11","PGC cross-disorder traits",23453885,"Neurological","803","clumped",8,131806,0.392513069543206,0.421479730543431,0.931273893141013,0.351711902913315,0.998465784991928
"1514","20","Mother's age at death",27015805,"Aging","1093","clumped",8,197123,-1.06774774905385,1.14658826696025,-0.931239033070334,0.351729931009045,0.998465784991928
"1515","21","Neo-conscientiousness",21173776,"Personality","114","clumped",12,139946,-0.823792472841967,0.885135830979415,-0.930696107884853,0.352010783578435,0.998465784991928
"1516","20","Neuroticism",27089181,"Personality","1007","clumped",7,177839,-1.07121491550967,1.15098724987295,-0.930692251914966,0.352012778760659,0.998465784991928
"1517","31","College completion",23722424,"Education","836","clumped",12,141060,0.353738889237874,0.38029193079759,0.930177215424933,0.352279336799496,0.998465784991928
"1518","9","Red blood cell count",23222517,"Haematological","275","clumped",23,148176,0.103959560806796,0.112200225109927,0.926553941446576,0.35415817814111,0.998465784991928
"1519","2","Internalizing problems",24839885,"Neurological","1029","clumped",180,146678,0.145755985113566,0.157339166656975,0.926380812930943,0.354248111768995,0.998465784991928
"1520","30","Sleep duration",27494321,"Sleeping","1088","clumped",10,197549,-0.85008081553335,0.917862072576706,-0.926153112686012,0.354366415280382,0.998465784991928
"1521","53","Copper",23720494,"Metal","1073","clumped",13,146337,0.288641771208732,0.311740215020877,0.925904831333368,0.354495440309289,0.998465784991928
"1522","19","Mean cell volume",23222517,"Haematological","273","clumped",15,148209,0.0918648714108552,0.0992768636662069,0.925340185198914,0.354788981906032,0.998465784991928
"1523","82","Years of schooling",27225129,"Education","1001","clumped",6,191182,0.193528607016132,0.209252467567829,0.924856988620216,0.355040302279683,0.998465784991928
"1524","15","Microalbuminuria",26631737,"Kidney","1097","clumped",7,135700,-1.21057282465402,1.30896793987454,-0.92483000368217,0.355054341007194,0.998465784991928
"1525","34","Asthma",20860503,"Immune","44","clumped",7,100589,-1.15009445724238,1.24440967317789,-0.924208869499824,0.355377578616055,0.998465784991928
"1526","1","Femoral neck bone mineral density",26367794,"Bone","980","clumped",41,192491,-0.350978111467581,0.380016505268598,-0.923586493222203,0.355701648777479,0.998465784991928
"1527","38","2-choice reaction time",21130836,"Neurological","1064","clumped",7,144473,-1.22661579023629,1.32822224811043,-0.923501915422145,0.355745702661441,0.998465784991928
"1528","33","Plasma cortisol",25010111,"Other","1012","clumped",13,149850,0.421499677239268,0.456591705244576,0.92314352713326,0.355932413896763,0.998465784991928
"1529","52","G speed factor",21130836,"Neurological","1061","clumped",11,144316,-0.888721958793495,0.963280769488173,-0.922599087351973,0.356216171471175,0.998465784991928
"1530","3","Ferritin",25352340,"Metal","1050","clumped",24,126820,0.263900657053451,0.286257515836098,0.921899487189541,0.356581006671511,0.998465784991928
"1531","7","Leptin",26833098,"Other","1003","clumped",24,145692,0.340323274777239,0.36933301273251,0.921453709917121,0.356813598290608,0.998465784991928
"1532","19","Eczema",26482879,"Immune","996","clumped",20,192134,0.18945874833984,0.205614098630032,0.921428781402482,0.35682660797427,0.998465784991928
"1533","16","Lumbar spine bone mineral density",26367794,"Bone","982","clumped",9,192488,-0.95720244170106,1.03966076572498,-0.920687279214176,0.357213719491233,0.998465784991928
"1534","33","Leptin",26833098,"Other","1003","clumped",13,145692,0.439002126857564,0.477156292914029,0.920038430545567,0.357552676833556,0.998465784991928
"1535","52","Overweight",23563607,"Anthropometric","93","clumped",11,144982,-0.830280268631575,0.902442363875459,-0.920036893066511,0.357553480250149,0.998465784991928
"1536","31","Fasting insulin",22581228,"Glycemic","775","clumped",12,148925,-0.767843585594653,0.834655808842687,-0.919952365346054,0.357597652339268,0.998465784991928
"1537","34","Father's age at death",27015805,"Aging","1092","clumped",14,197123,-0.674421347993091,0.733350565412865,-0.919643864477559,0.357758896383372,0.998465784991928
"1538","53","Neo-conscientiousness",21173776,"Personality","114","clumped",13,139946,0.435619316082328,0.473754290125851,0.919504741511909,0.35783162670562,0.998465784991928
"1539","29","Sitting height ratio",25865494,"Anthropometric","1070","clumped",6,177527,-1.31209124112165,1.42724649655812,-0.919316491079728,0.357930054563144,0.998465784991928
"1540","82","Ulcerative colitis",26192919,"Immune","32","clumped",7,192137,0.101812887464551,0.110845364833956,0.918512809417562,0.358350455902178,0.998465784991928
"1541","15","Overweight",23563607,"Anthropometric","93","clumped",8,144982,-1.0434228217465,1.13645979332139,-0.918134392328142,0.358548511250168,0.998465784991928
"1542","7","Plasma cortisol",25010111,"Other","1012","clumped",27,149850,0.32458420528928,0.35365581258378,0.9177968910447,0.358725210211302,0.998465784991928
"1543","53","Caudate volume",25607358,"Neurological","1044","clumped",17,184937,0.395529771801287,0.431108854990559,0.917470766890067,0.358896004676543,0.998465784991928
"1544","52","Age at menarche",25231870,"Aging","1095","clumped",11,145370,-0.67619556673745,0.738406896731022,-0.915749256583347,0.359798423681184,0.998465784991928
"1545","42","Subjective well being",27089181,"Neurological","1009","clumped",7,137559,0.473665115917443,0.517281910743305,0.915680803987158,0.359834336098368,0.998465784991928
"1546","23","Red blood cell count",23222517,"Haematological","275","clumped",9,148176,-0.420832884003184,0.459802166725776,-0.915247718382691,0.360061598805541,0.998465784991928
"1547","9","Selenium",23720494,"Metal","1077","clumped",24,146337,0.307614782070153,0.336248730197366,0.914842955361031,0.360274080624344,0.998465784991928
"1548","30","Intracranial volume",25607358,"Neurological","1041","clumped",8,184936,0.513866143649878,0.561707947118439,0.91482797472603,0.360281946273342,0.998465784991928
"1549","25","Childhood obesity",22484627,"Anthropometric","1096","clumped",13,145554,-0.758116042162335,0.829404050060837,-0.914049120096203,0.36069103584428,0.998465784991928
"1550","72","Parents' age at death",27015805,"Aging","1094","clumped",8,197123,0.532807348100197,0.582966276674159,0.913959124942663,0.360738324134398,0.998465784991928
"1551","32","Fasting glucose",22581228,"Glycemic","773","clumped",9,148925,-0.922246754770338,1.00929679113639,-0.913751795180052,0.36084728113646,0.998465784991928
"1552","27","Coronary heart disease",26343387,"Cardiovascular","7","clumped",10,191548,-0.865705247852833,0.947883711363631,-0.913303222193179,0.36108308816507,0.998465784991928
"1553","5","Paget's disease",21623375,"Bone","975","clumped",19,145117,-0.586954932573826,0.642893044939961,-0.912990017847588,0.361247791537089,0.998465784991928
"1554","15","Difference in height between childhood and adulthood",23449627,"Anthropometric","1037","clumped",8,142624,-1.02383866385086,1.12168244534593,-0.912770515486765,0.361363248338276,0.998465784991928
"1555","11","Serum creatinine (eGFRcrea)",26831199,"Kidney","1105","clumped",9,135917,-0.813552292455772,0.892348971184342,-0.911697462233873,0.361928000275399,0.998465784991928
"1556","3","Serum cystatin C (eGFRcys)",26831199,"Kidney","1106","clumped",25,135875,0.084011255781655,0.0921583252487125,0.911597032117603,0.361980885311148,0.998465784991928
"1557","3","Difference in height between childhood and adulthood",23449627,"Anthropometric","1037","clumped",27,142624,-0.454278953227124,0.498399620937481,-0.911475318485663,0.36204498442595,0.998465784991928
"1558","13","Fasting glucose",22581228,"Glycemic","773","clumped",9,148925,0.0999654505424568,0.109739357882363,0.910935260343116,0.362329485750911,0.998465784991928
"1559","53","Waist circumference",25673412,"Anthropometric","60","clumped",13,146546,-0.68541583030918,0.75281188254464,-0.910474244896814,0.362572458336661,0.998465784991928
"1560","53","Haemoglobin concentration",23222517,"Haematological","270","clumped",13,148248,-0.648011828263537,0.7118668740771,-0.910299175114241,0.362664753461204,0.998465784991928
"1561","7","Cigarettes smoked per day",20418890,"Behavioural","961","clumped",22,145459,-0.528065981723191,0.580804821718868,-0.909196965962509,0.363246165460928,0.998465784991928
"1562","53","Waist-to-hip ratio",25673412,"Anthropometric","72","clumped",13,146534,-0.68535494674469,0.753836549490215,-0.909155900185742,0.363267838799039,0.998465784991928
"1563","12","Myocardial infarction",26343387,"Cardiovascular","798","clumped",15,191222,0.278611226285597,0.30645719602607,0.909135859423238,0.363278416031992,0.998465784991928
"1564","7","2-choice reaction time",21130836,"Neurological","1064","clumped",24,144473,0.363096767914288,0.399481267888956,0.908920635585892,0.363392020298189,0.998465784991928
"1565","22","Autism",23453885,"Neurological","802","clumped",24,131802,-0.489415797250363,0.538712437976295,-0.908491734642109,0.363618478677578,0.998465784991928
"1566","31","Femoral neck bone mineral density",26367794,"Bone","980","clumped",18,192491,0.275631069761818,0.303649094841654,0.907728935946782,0.364021452102205,0.998465784991928
"1567","52","HDL cholesterol",24097068,"Lipid","299","clumped",11,144564,-0.78863092858852,0.869392647316788,-0.90710558804756,0.364350963317097,0.998465784991928
"1568","32","Urinary albumin-to-creatinine ratio",26631737,"Kidney","1107","clumped",9,135849,0.501376046840167,0.552834795912034,0.906918396865787,0.364449951821563,0.998465784991928
"1569","12","Pallidum volume",25607358,"Neurological","1046","clumped",14,184913,0.434394403251045,0.479078997711053,0.906728129027775,0.364550584514587,0.998465784991928
"1570","19","Lung cancer",24880342,"Cancer","966","clumped",20,185568,0.0833423725964474,0.0919636780803435,0.906253146200132,0.364801878788566,0.998465784991928
"1571","27","Top 1 % survival",27015805,"Aging","1091","clumped",11,197123,0.472997585708931,0.522059403850944,0.906022537320254,0.364923923671213,0.998465784991928
"1572","9","Sitting height ratio",25865494,"Anthropometric","1070","clumped",29,177527,-0.425368521913382,0.469592455125691,-0.905824864242182,0.36502855827494,0.998465784991928
"1573","53","Hip circumference",25673412,"Anthropometric","48","clumped",13,146503,-0.652744480230008,0.720791014616945,-0.905594641155315,0.365150446245727,0.998465784991928
"1574","42","Myocardial infarction",26343387,"Cardiovascular","798","clumped",7,191222,-1.10571828589896,1.22178853957416,-0.904999719742292,0.365465535665267,0.998465784991928
"1575","2","Eczema",26482879,"Immune","996","clumped",230,192134,0.0928974839022174,0.102651804710466,0.904976626219467,0.365477770155505,0.998465784991928
"1576","8","Crohn's disease",26192919,"Immune","30","clumped",19,192136,-0.480531322825302,0.531016233515462,-0.904927745135139,0.365503667227611,0.998465784991928
"1577","6","Birth length",25281659,"Anthropometric","29","clumped",43,136591,-0.336633387609625,0.372284571425847,-0.904236741050863,0.365869881959645,0.998465784991928
"1578","3","Parents' age at death",27015805,"Aging","1094","clumped",41,197123,0.266603608306443,0.294844983171096,0.904216193333482,0.365880775236033,0.998465784991928
"1579","32","Bipolar disorder",21926972,"Neurological","801","clumped",9,145285,0.413984439090214,0.457864113047992,0.904164417548096,0.365908224824328,0.998465784991928
"1580","23","C-reactive protein",21196492,"Immune","1015","clumped",7,127398,-1.17838344700726,1.30393849968586,-0.903710909135015,0.366148712974576,0.998465784991928
"1581","5","Ever vs never smoked",20418890,"Behavioural","962","clumped",19,145384,-0.55820545185913,0.617896126642088,-0.903396910565951,0.366315279076865,0.998465784991928
"1582","10","8-choice reaction time",21130836,"Neurological","1063","clumped",9,142610,-0.9892385500291,1.09516200355242,-0.903280561981028,0.366377010243699,0.998465784991928
"1583","18","Neo-agreeableness",21173776,"Personality","113","clumped",14,139909,0.445330712354792,0.493282737719933,0.902789978853128,0.366637370698673,0.998465784991928
"1584","34","Obesity class 1",23563607,"Anthropometric","90","clumped",11,143771,-0.787899044945876,0.872984980993978,-0.902534478942325,0.366773014339353,0.998465784991928
"1585","8","HDL cholesterol",24097068,"Lipid","299","clumped",13,144564,-0.668186180356863,0.74104194345502,-0.901684697146188,0.367224384335363,0.998465784991928
"1586","22","Childhood intelligence",23358156,"Education","16","clumped",20,108460,-0.539400749460115,0.59822558329072,-0.901667806470225,0.367233359491825,0.998465784991928
"1587","33","Neuroticism",27089181,"Personality","1007","clumped",14,177839,-0.557312454867657,0.618650389149548,-0.900852023440554,0.367667002810398,0.998465784991928
"1588","34","Mean cell volume",23222517,"Haematological","273","clumped",12,148209,0.0963289251383778,0.106974248881104,0.900487043806609,0.367861117156151,0.998465784991928
"1589","12","8-choice reaction time",21130836,"Neurological","1063","clumped",10,142610,0.512179018434548,0.569487200414513,0.899368797159529,0.368456253631965,0.998465784991928
"1590","27","Thalamus volume",25607358,"Neurological","1048","clumped",9,184952,-0.978532505306562,1.08821427461003,-0.899209400333611,0.368541134189184,0.998465784991928
"1591","3","Triglycerides",24097068,"Lipid","302","clumped",27,144358,-0.401870572091304,0.447029368358353,-0.898980247242173,0.368663182041217,0.998465784991928
"1592","81","Neuroticism",27089181,"Personality","1007","clumped",8,177839,-0.901039697284083,1.00232672810041,-0.898948089503429,0.368680311393307,0.998465784991928
"1593","34","2hr glucose",20081857,"Glycemic","756","clumped",12,142311,0.447333821469837,0.497644917718312,0.89890161748431,0.368705066358762,0.998465784991928
"1594","11","Digit symbol",21130836,"Neurological","1067","clumped",9,144321,-0.983692939147121,1.09627185041232,-0.897307486986133,0.369554862475345,0.998465784991928
"1595","25","Haemoglobin concentration",23222517,"Haematological","270","clumped",13,148248,-0.648300328153936,0.722542211016492,-0.897249071776567,0.369586025453284,0.998465784991928
"1596","53","Iron",25352340,"Metal","1049","clumped",10,129190,-0.850584378941146,0.949579627123942,-0.895748344472565,0.370387183949973,0.998465784991928
"1597","14","Copper",23720494,"Metal","1073","clumped",7,146337,-1.16907584780853,1.30568636808937,-0.895372638008969,0.370587922337564,0.998465784991928
"1598","18","Bipolar disorder",21926972,"Neurological","801","clumped",14,145285,-0.621952522046831,0.694782414210227,-0.895175970672512,0.370693027801129,0.998465784991928
"1599","23","Putamen volume",25607358,"Neurological","1047","clumped",12,184932,-0.671111721029857,0.750287173997007,-0.894473135472436,0.37106879717709,0.998465784991928
"1600","1","Forearm bone mineral density",26367794,"Bone","977","clumped",43,193980,-0.352838054710013,0.394467896365708,-0.894465830960549,0.37107270375995,0.998465784991928
"1601","23","Squamous cell lung cancer",24880342,"Cancer","967","clumped",12,185560,0.200500804018837,0.224241366037688,0.894129426526676,0.371252646489374,0.998465784991928
"1602","7","Type 2 diabetes",24509480,"Glycemic","23","clumped",27,152584,-0.430851074319076,0.482305333947122,-0.89331600542969,0.371687969115397,0.998465784991928
"1603","30","Overweight",23563607,"Anthropometric","93","clumped",6,144982,-1.25788655743004,1.40869171119356,-0.892946659254676,0.371885738416557,0.998465784991928
"1604","4","Platelet count",22139419,"Haematological","1008","clumped",21,151872,-0.448948590657052,0.502809130456537,-0.89288074432821,0.371921039940194,0.998465784991928
"1605","34","Neo-extraversion",21173776,"Personality","115","clumped",11,139929,-0.839683204406997,0.940930209311413,-0.892396902658158,0.372180230705451,0.998465784991928
"1606","52","Crohn's disease",26192919,"Immune","30","clumped",18,192136,-0.496665035260307,0.556728459687517,-0.892113608740385,0.372332041331587,0.998465784991928
"1607","6","Anorexia nervosa",24514567,"Neurological","45","clumped",42,128709,0.199844771102796,0.224144320506185,0.891589716177002,0.372612884272148,0.998465784991928
"1608","32","Transferrin",25352340,"Metal","1052","clumped",8,129464,0.0781549658597311,0.0877380489699026,0.890776200033137,0.373049245707754,0.998465784991928
"1609","11","Age of smoking initiation",20418890,"Behavioural","964","clumped",9,145375,-0.95125145392677,1.0683652625005,-0.890380366449183,0.373261681053573,0.998465784991928
"1610","11","Copper",23720494,"Metal","1073","clumped",9,146337,0.303620440444657,0.341016643160515,0.890339068588345,0.373283849038708,0.998465784991928
"1611","25","Squamous cell lung cancer",24880342,"Cancer","967","clumped",17,185560,0.186994253930746,0.210027154337202,0.890333702424608,0.373286729563431,0.998465784991928
"1612","33","2-choice reaction time",21130836,"Neurological","1064","clumped",12,144473,-0.814322686214143,0.914709656841018,-0.89025263931993,0.373330245429278,0.998465784991928
"1613","22","Birth length",25281659,"Anthropometric","29","clumped",27,136591,-0.435391375921261,0.489084783448811,-0.890216565011638,0.373349611657857,0.998465784991928
"1614","23","Crohn's disease",26192919,"Immune","30","clumped",12,192136,0.102742667141387,0.115485997224664,0.889654759975043,0.373651292843375,0.998465784991928
"1615","3","Microalbuminuria",26631737,"Kidney","1097","clumped",25,135700,0.332529224634251,0.373964205904074,0.88920067585171,0.37389523967233,0.998465784991928
"1616","30","Adiponectin",22479202,"Other","1","clumped",6,147782,-1.27043396186899,1.42947853649519,-0.888739445493081,0.374143126517518,0.998465784991928
"1617","72","Waist circumference",25673412,"Anthropometric","60","clumped",7,146546,0.13574983629069,0.15277437961486,0.888564146900233,0.374237366864748,0.998465784991928
"1618","20","Coronary heart disease",26343387,"Cardiovascular","7","clumped",8,191548,-0.99377451219318,1.11864777727149,-0.88837123926274,0.374341090783123,0.998465784991928
"1619","14","Bipolar disorder",21926972,"Neurological","801","clumped",6,145285,0.491634476821042,0.553555938783577,0.888138745112905,0.374466123475737,0.998465784991928
"1620","42","Neo-openness to experience",21173776,"Personality","117","clumped",7,139918,0.578426258132413,0.6513158711449,0.888088689003755,0.374493046456339,0.998465784991928
"1621","11","Fasting proinsulin",20081858,"Glycemic","769","clumped",9,146450,-0.96622969923452,1.08798963859198,-0.888087225246889,0.374493833764821,0.998465784991928
"1622","6","Triglycerides",24097068,"Lipid","302","clumped",45,144358,0.043973143027958,0.049550714117425,0.887437119952513,0.37484360598642,0.998465784991928
"1623","7","Years of schooling",27225129,"Education","1001","clumped",30,191182,-0.281681866617412,0.317506902100296,-0.88716769542362,0.374988622000069,0.998465784991928
"1624","25","Urinary albumin-to-creatinine ratio",26631737,"Kidney","1107","clumped",12,135849,0.43670039735335,0.492633854622065,0.886460386869625,0.375369491222868,0.998465784991928
"1625","32","Infant head circumference",22504419,"Anthropometric","28","clumped",9,145626,0.472906052551297,0.533553106321099,0.886333613184319,0.375437781152853,0.998465784991928
"1626","4","PGC cross-disorder traits",23453885,"Neurological","803","clumped",19,131806,0.266431386175384,0.300767884452608,0.885837218492541,0.37570525086195,0.998465784991928
"1627","21","Percent emphysema",24383474,"Other","1005","clumped",12,140972,-0.766649292861895,0.866775005767012,-0.884484771435565,0.376434579547891,0.998465784991928
"1628","42","HOMA-IR",20081858,"Glycemic","771","clumped",7,145494,0.535946879296595,0.606550736349079,0.88359777208835,0.37691338214672,0.998465784991928
"1629","17","Haemoglobin concentration",23222517,"Haematological","270","clumped",12,148248,-0.67159427162353,0.76053660929186,-0.883053180370706,0.377207538978972,0.998465784991928
"1630","2","Amygdala volume",25607358,"Neurological","1043","clumped",214,184937,0.131538859587361,0.148980301140445,0.88292786751289,0.377275245736276,0.998465784991928
"1631","1","Iron",25352340,"Metal","1049","clumped",31,129190,-0.391074994022421,0.443006144517943,-0.882775552578326,0.377357551850056,0.998465784991928
"1632","9","Adiponectin",22479202,"Other","1","clumped",24,147782,-0.475558343503818,0.538888635940744,-0.882479814542072,0.3775173908219,0.998465784991928
"1633","21","Alcohol dependence",22978509,"Behavioural","813","clumped",12,122600,-0.756306604587802,0.857248997196375,-0.882248456470986,0.377642463127479,0.998465784991928
"1634","21","Nucleus accumbens volume",25607358,"Neurological","1042","clumped",16,184918,-0.642949249473721,0.729529012682937,-0.881321014375004,0.378144095156953,0.998465784991928
"1635","17","Transferrin",25352340,"Metal","1052","clumped",10,129464,-0.779862991816823,0.885072775135333,-0.881128663908544,0.378248184447393,0.998465784991928
"1636","23","Leptin",26833098,"Other","1003","clumped",9,145692,-0.924290070021139,1.05000477635065,-0.880272252887798,0.378711840224444,0.998465784991928
"1637","25","Years of schooling",27225129,"Education","1001","clumped",19,191182,-0.39483811276629,0.448702627056338,-0.879954983452136,0.378883696758359,0.998465784991928
"1638","17","Selenium",23720494,"Metal","1077","clumped",12,146337,-0.776045378729891,0.882013129597371,-0.879856946215922,0.378936810663534,0.998465784991928
"1639","4","Obesity class 2",23563607,"Anthropometric","91","clumped",20,141927,-0.518501677464759,0.589444838539379,-0.879644105035486,0.379052137990775,0.998465784991928
